Position Title,Date,Apply,Work Model,Location,Company,Salary,Hire Time,Graduate Time,Company Industry,Company Size,Qualifications
Software Imaging Intern,2026-03-11,https://jobright.ai/jobs/info/69b1da6565de58104c710913?utm_source=1099&utm_campaign=Software Engineer,Hybrid,"Irvine, CA",Canon USA,$25-$40 /hr,,,"Consumer Electronics,Digital Media",5001-10000,"1. An enrolled undergraduate student who is currently a junior and entering their senior year as of Summer 2026, pursuing a Bachelor’s degree aligned with the department of interest.
2. A strong communicator—both written and verbal—with advanced proficiency in Google Workspace (Sheets, Docs, Slides, Chat, Calendar and Drive).
3. Brings the ability to thrive as a collaborative team player while also working independently with confidence and enthusiasm.
..."
Software Engineering Intern (Summer 2026),2026-03-11,https://jobright.ai/jobs/info/69b219dc548f140066e85166?utm_source=1099&utm_campaign=Software Engineer,On Site,"Multi Location
Chantilly, VA
Chantilly, VA, United States",Ultra Electronics Group,N/A,2026-Summer,,"Aerospace,Electronics",1001-5000,"1. Currently enrolled in Computer Science, Computer Engineering, Electrical Engineering, or related engineering discipline
2. Ability to obtain a US Government security clearance. Security clearances are granted to U.S. citizens
3. Use of proper coding practices through the development life cycle
..."
Summer Intern - Information Technology,2026-03-11,https://jobright.ai/jobs/info/69b216e5548f140066e845ff?utm_source=1099&utm_campaign=Software Engineer,On Site,"New York, NY",MetroPlusHealth,$21-$26 /yr,,,"Financial Services,Health Care",1001-5000,1. High School Diploma
Software & Data Analytics Intern,2026-03-11,https://jobright.ai/jobs/info/69b2137fd04c69566c74b701?utm_source=1099&utm_campaign=Software Engineer,On Site,"Davidson NC  800B Beaty St, Davidson, North Carolina, United States",Trane Technologies,$22-$30 /hr,,,"Industrial,Machinery Manufacturing",10000+,"1. Pursuing a Bachelor’s or Master’s degree in Data Science, Computer Science, or related field
2. Experience in Web Development – CSS, HTML, XML/XSLT, JSON
3. Web based development experience with JavaScript and/or JavaScript frameworks such as React and AngularJS
..."
Intern - Web Development,2026-03-11,https://jobright.ai/jobs/info/69b2100665de58104c717d34?utm_source=1099&utm_campaign=Software Engineer,On Site,"Chantilly, VA",Koniag Government Services,N/A,,,"Enterprise,Government",1001-5000,"1. Pursuing or close to receiving a Bachelor's degree in Computer Science, Computer Information Systems, Software Engineering, or related field from an accredited college or university
2. 2+ years of professional software development experience with .NET, ASP.NET Core, and Entity Framework Core
3. 2+ years of professional experience with modern front-end frameworks (React, Angular, or Vue.js)
..."
Cloud Engineering Intern,2026-03-11,https://jobright.ai/jobs/info/698bdcc40f6f7e7a2ce75320?utm_source=1099&utm_campaign=Software Engineer,Hybrid,"Boca Raton, FL",ModMed,N/A,,,"Artificial Intelligence (AI),Electronic Health Record (EHR)",1001-5000,"1. Currently enrolled in a Bachelor’s/Master’s program in Computer Science, Information Technology, or a related technical field.
2. Coursework or foundational understanding of Cloud Computing or Site Reliability Engineering (SRE) principles.
3. Familiarity with AWS services gained through academic projects, personal use, or coursework.
..."
Software Engineering Intern,2026-03-11,https://jobright.ai/jobs/info/69b8c49806c1ba00c54af0f5?utm_source=1099&utm_campaign=Software Engineer,On Site,"Houston, TX, US",ARES Corporation,$15-$25 /hr,,,"Consulting,Legal",501-1000,"1. 2+ years of experience in software development.
2. High attention to detail.
3. Basic understanding of Agile methodologies, specifically Scrum.
..."
Quality Assurance Intern Fall 2026,2026-03-11,https://jobright.ai/jobs/info/69b458da06c1ba00c545ac33?utm_source=1099&utm_campaign=Software Engineer,On Site,"Huntsville, Alabama, United States",Discovery Life Sciences,Unpaid,2026-Fall,,"Biopharma,Biotechnology",11-50,"1. Currently enrolled in a Bachelor’s or Master’s program in life sciences preferred or other related fields such as legal may be considered
2. Interest in quality assurance in the biotechnology industry
3. Strong attention to detail and organizational skills
..."
eBOS Engineering Intern,2026-03-11,https://jobright.ai/jobs/info/69b1fe74548f140066e82dc4?utm_source=1099&utm_campaign=Software Engineer,On Site,"Multi Location
Denver, CO
Dallas, TX",Primoris Services Corporation,N/A,,,"Building Maintenance,Building Material",10000+,"1. Currently pursuing a Bachelor’s degree in Mechanical, Electrical, Industrial, or Manufacturing Engineering
2. Strong analytical and systems-thinking capability
3. Comfortable working with structured data (Excel proficiency required)
..."
Intern - Web Applications and DBs,2026-03-11,https://jobright.ai/jobs/info/69b1fc7c548f140066e82a5a?utm_source=1099&utm_campaign=Software Engineer,On Site,"375 Saxonburg Blvd, Saxonburg, PA, 16056, US",Coherent Corp.,$24.50-$24.50 /hr,,,,5001-10000,"1. Computer Science or Network Engineering major
2. Ability to work creatively in multi-disciplinary teams and strive for innovative solutions
3. Experience in web application development in C#, .NET, or equivalent development environment as well as SQL or equivalent database experience a must
..."
"Intern, Computer Science",2026-03-11,https://jobright.ai/jobs/info/69b1fc5865de58104c71696e?utm_source=1099&utm_campaign=Software Engineer,On Site,"1300 Marrows Road, Newark, DE, 19711, US",Coherent Corp.,$29.25-$29.25 /hr,,,,5001-10000,"1. Education Level Required: Bachelor's
2. Rising Junior (completed 2 years by start)
3. Majors: Computer Science, Electrical Engineering
..."
Intern - Web Applications and DBs,2026-03-11,https://jobright.ai/jobs/info/69b1fc5665de58104c716955?utm_source=1099&utm_campaign=Software Engineer,On Site,"375 Saxonburg Blvd, Saxonburg, PA, 16056, US",II-VI Aerospace & Defense,$24.50-$24.50 /hr,,,"Aerospace,Apps",251-500,"1. Computer Science or Network Engineering major
2. Ability to work creatively in multi-disciplinary teams and strive for innovative solutions
3. Experience in web application development in C#, .NET, or equivalent development environment as well as SQL or equivalent database experience a must
..."
EM University Programs Software Developer Undergraduate Intern,2026-03-11,https://jobright.ai/jobs/info/69b1fc5665de58104c716957?utm_source=1099&utm_campaign=Software Engineer,On Site,"Aiken, SC, United States",Savannah River National Laboratory,N/A,,,"Biotechnology,Government",1001-5000,"1. The successful candidate must be a US Citizen
2. Enrolled in an undergraduate STEM program and have a current cumulative GPA of 3.0 on a 4.0 scale."
"Intern, Computer Science",2026-03-11,https://jobright.ai/jobs/info/69b1fc54d04c69566c74a118?utm_source=1099&utm_campaign=Software Engineer,On Site,"1300 Marrows Road, Newark, DE, 19711, US",II-VI Aerospace & Defense,$29.25-$29.25 /hr,,,"Aerospace,Apps",251-500,"1. Education Level Required: Bachelor's
2. Rising Junior (completed 2 years by start)
3. Majors: Computer Science, Electrical Engineering
..."
Software Engineer Intern (Ads Interface and Platform) - 2026 Summer (BS/MS),2026-03-11,https://jobright.ai/jobs/info/6977e9c452f3c27ec64415c6?utm_source=1099&utm_campaign=Software Engineer,On Site,"San Jose, CA",TikTok,$45-$60 /hr,2026-Summer,,"Content Creators,Content Discovery",10000+,"1. Currently pursuing a BS/MS degree in Computer Science, Computer Engineering or other relevant majors.
2. Strong Computer Science fundamentals (algorithms, data structures, software design) and problem-solving skills.
3. Ability to think critically and to formulate solutions in a clear and concise way.
..."
Embedded Systems Validation Engineering Intern,2026-03-11,https://jobright.ai/jobs/info/69b1af35548f140066e778d7?utm_source=1099&utm_campaign=Software Engineer,On Site,"Greer, SC",Proterra,N/A,,,"Automotive,Battery",501-1000,"1. Currently pursuing a BS or MS degree in Electrical Engineering, Computer Engineering, or a related engineering discipline
2. Proficient using Python and/or MATLAB - Simulink
3. Understanding of CAN or related communication protocols (e.g., J1939)
..."
"Intern, Software Engineering",2026-03-11,https://jobright.ai/jobs/info/699538a7e0bddb6acac3c141?utm_source=1099&utm_campaign=Software Engineer,On Site,"San Diego, CA",Werfen North America,$22-$30 /hr,,,"Health Care,Manufacturing",11-50,"1. Currently enrolled in a bachelor’s or graduate degree program with a minimum GPA of 3.2.
2. Knowledge of C++ is required.
3. Knowledge of basic data structures (e.g stack, queue, linked list) is required.
..."
Vehicle Software Engineering Intern,2026-03-11,https://jobright.ai/jobs/info/69b1f0d7548f140066e810a8?utm_source=1099&utm_campaign=Software Engineer,On Site,"Los Angeles, CA",Parallel,$50-$50 /hr,,,"Autonomous Vehicles,Electric Vehicle",11-50,"1. Currently pursuing a degree in Electrical Engineering, Computer Science, Computer Engineering, Robotics, or a related field (rising junior, senior, or graduate student)
2. Hands-on experience with real-world embedded systems such as robotics platforms, ground or air vehicle projects, or other sensing and actuating systems
3. Programming experience on microcontrollers with a demonstrated ability to work at the hardware/software interface
..."
Summer 2026 Intern - Software Engineer,2026-03-11,https://jobright.ai/jobs/info/69b0a9e874950064509762ce?utm_source=1099&utm_campaign=Software Engineer,Hybrid,"Multi Location
Seattle, WA
New York, NY
Bellevue, WA
New York - New York
Washington - Seattle
California - San Francisco",Salesforce,$49-$59 /hr,2026-Summer,,"Agentic AI,Artificial Intelligence (AI)",10000+,"1. Enrolled and working towards obtaining a BS/MS in Computer Science or related field
2. In order to be eligible for an internship, we require that you be returning to school after the Summer 2026 program to work towards completing your degree
3. Must be attending a College or University in North America
..."
Information Technology Architecture Intern,2026-03-11,https://jobright.ai/jobs/info/69b1d4fed04c69566c74331f?utm_source=1099&utm_campaign=Software Engineer,On Site,"Rolling Meadows, IL",Gallagher Bassett,$20-$25 /yr,,,"Beauty,Cosmetics",11-50,"1. Students pursuing a Bachelor's degree from an Accredited University.
2. Basic to intermediate proficiency in Microsoft Excel.
3. Strong analytical and problem-solving skill set.
..."
Web Development Intern,2026-03-11,https://jobright.ai/jobs/info/697976719c90a224ecc32e63?utm_source=1099&utm_campaign=Software Engineer,On Site,"Camden, NJ",American Water,$25-$25 /hr,,,"Consumer,Waste Management",5001-10000,"1. Currently enrolled in or recently completed training, certificate program or degree program in Web Design / Development, Computer Science, Digital Media, or a related field.
2. Experience with website content management systems.
3. Good working knowledge of website content management systems (CMS), HTML & CSS, Adobe Creative Cloud and basic graphic editing tools.
..."
GTM Engineer Intern (Summer 2026),2026-03-11,https://jobright.ai/jobs/info/69b1d55965de58104c70fd28?utm_source=1099&utm_campaign=Software Engineer,On Site,"Multi Location
San Francisco, CA
San Francisco",Together AI,$35-$35 /hr,2026-Summer,,"AI Infrastructure,Artificial Intelligence (AI)",101-250,"1. Currently pursuing a degree in Business, Information Systems, or a related degree
2. Interest in building technical solutions that span SaaS applications such as CRM platforms, or business systems integration
3. Strong communication skills, with comfort working closely with both technical and non-technical partners
..."
Application Development Intern,2026-03-11,https://jobright.ai/jobs/info/69ab9ef92747003c3d512ae4?utm_source=1099&utm_campaign=Software Engineer,On Site,"San Antonio, TX",SWBC,N/A,,,"Banking,Finance",1001-5000,"1. Currently pursuing a Bachelor’s or Master’s degree in Computer Science or related program at an accredited university/college.
2. Expected graduation date of December 2026 or later.
3. Working knowledge of basic web development practices, i.e., HTML, CSS, JavaScript, JQuery, etc.
..."
Senior Java Developer,2026-03-11,https://jobright.ai/jobs/info/69b0a9bbdfaeda6ff59af40b?utm_source=1099&utm_campaign=Software Engineer,On Site,"Olathe, KS",Garmin,N/A,,,"Consumer Electronics,Consumer Goods",10000+,"1. Bachelor’s Degree in Computer Science, Information Technology, Management Information Systems or related field AND a minimum of 5 years relevant experience OR an equivalent combination of education and relevant experience
2. Excellent academics (cumulative GPA greater than or equal to 3.0 as a general rule)
3. Demonstrated experience in successful implementation of technology solutions
..."
